no,src,tgt,basic_ingredient
13003,bola tahu tempe,"2 buah tahu || 1 / 2 papan tempe || 1 butir bawang putih || 2 butir bawang merah || 1 butur telur ayam kocok lepas || secukupnya garam ,  kakdu non msg ,  merica || minyak untuk menggoreng || ",tempe
2881,pesmol ikan kembung,1 / 2 kg ikan kembung segar || 5 butir cabe gila  ( buang biji )  || 3 lembar daun salam || 1 buah serai || secukupnya kaldu dan gula || secukupnya air || bumbu halus  :  || 5 buah kemiri || 5 siung bawang merah || 3 siung bawang putih || 8 butir cabe merah keriting || 1 ruas jahe || 1 ruas kunyit || ,ikan
7413,beef teriyaki,50 gram daging sapi || 0 . 25 buah bawang bombay || 0 . 25 buah paprika merah || 1 sdm kecap || 1 . 5 sdm saus teriyaki saori || 1 sdm margarin || secukupnya air || 0 . 5 buah jeruk nipis || 1 siung bawang putih || ,sapi
2785,ikan patin kuah asam,1 kg ikan patin potong sesuai selera || 75 gr asam jawa || 5 ruas kunyit iris tipis || 5 buah cabe merah iris serong || 3 buah cabe merah utuh || 5 buah cabe orange iris serong || 5 siung bawang merah iris || 3 siung bawang putih iris || 2 batang daun bawang iris || secukupnya garam || 1 liter air || 2 sdm minyak goreng utk menumis || ,ikan
2260,mujaer goreng,2 ekor mujaer || bumbu yang dihaluskan  :  || 3 bawang putih || 2 bawang merah || 2 cm kunyit || 1 cm jahe || secukupnya garam || secukupnya kaldu bubuk || secukupnya motto || ,ikan
3803,pindang patin,2 ekor ikan patin || 1 ikat kemangi ambil yang muda || 3 siung bawang merah || 3 siung bawang putih || 1 ruas kunyit || 1 ruas jahe || 1 ruas lengkuas || 1 buah serai || 1 buah tomat besar || 3 buah cabai merah || secukupnya cabai rawit utuh || secukupnya asam jawa || secukupnya garam || secukupnya air || ,ikan
10665,telor bumbu bali,"6 biji telor || 1 / 2 papan tempe || bumbu halus :  || 4 siung bawang putih || 6 siung bawang merah || 5 cabe keriting || 1 buah kemiri || 1 lbr daun jeruk || 1 ruas jahe geprek || 1 sdm gula merah sisir || secukupnya gula ,  garam dan lada bubuk || secukupnya air || ",telur
5387,kaldu kokod (sopmadura)," # 1 || 1 pasang kikil kambing  ( atau sapi )  dipotong || 5 helai daun jeruk purut || 1 ruas jahe  ( irisan )  ||  # 2 || 8 siung bawang putih || 3 siung bawang merah || 1 sdt merica || 1 ruas jahe || 1 sdt garam ||  # 3 || 1 ikat daun bawang  ( irisan ,  pisahkan pangkal dan daunnya )  || 1 buah biji pala  ( geprek )  || 2 buah cengkeh || 2 batang kayu manis  ( ukuran sepanjang jari kelingking )  || 3 sdm minyak goreng || 700 ml air || secukupnya garam ||  # 4 || 1 / 4 kacang hijau || secukupnya bawang goreng || jeruk nipis || ",kambing
2863,spaghetti tuna daun jeruk,"200 g spaghetti yang sudah direbus hingga al dente || 2 sdm minyak goreng || 1 siung bawang putih ,  cacah halus || 1 buah cabai rawit merah ,  iris serong || 1 kaleng tuna king fisher bumbu pedas || 20 ml air || 1 sdt garam || 1 / 2 sdt merica || 1 / 2 sdm kecap manis || 2 lembar daun jeruk ,  buah tangkainya ,  iris tipis || ",ikan
9979,tumis sawi putih dan telur orak arik,"7 lembar sawi putih || 2 telur ayam ,  kocok rata || 3 bawang putih iris tipis || 3 rawit merah iris tipis || 3 bawang merah iris tipis || secukupnya garam merica bubuk kadu || ",telur
11327,orak arik telur jamur asam manis,2 butir telur ayam || 3 buah jamur tiram suwir - suwir || 1 / 4 buah tahu || 1 butir bawang merah || 2 butir bawang putih || 2 buah cabe rawit || secukupnya garam || secukupnya merica || penyedap rasa || saori saus asam manis || secukupnya kecap || 1 sendok teh saus raja rasa  ( opsional )  || daun bawang || 1 / 2 cangkir air || minyak goreng || ,telur
8525,tahu jeletot simple,6 tahu pong || 4 lembar kol || 1 buah wortel || 100 gr toge || 3 siung bawang putih || 3 siung bawang merah || 10 buah cabai || secukupnya gula  &  garam || secukupnya royco || secukupnya bon cabe lev 15  ( optional )  || 3 sendok tepung terigu || secukupnya air putih || minyak goreng || ,tahu
13549,penyetan  (tempe-terong),"tempe digoreng || terong dipotong - potong besar lalu digoreng || bumbu penyetan :  || 250 gram tomat merah ,  iris kecil || 4 siung bawang merah || 4 siung bawang putih || 2 biji cabe merah ,  potong - potong || 10 biji cabe rawit merah || 1 sdm gula merah iris || 1 sdt garam halus || 1 / 2 sdt terasi masak || minyak goreng untuk menumis bumbu || pelengkap :  daun kemangi || ",tempe
11859,tempe mendoan stick,1 tepak tempe || 1 butir telur || secukupnya minyak || bumbu ungkep  :  || 2 siung bawang putih || 1 siung bawang merah || 1 / 2 sdt ketumbar || secukupnya garam || penyedap || potong daun bawang potong kecil || ,tempe
4410,nasi goreng kebuli kambing #kitaberbagi,"100 gram daging kambing bersihkan lalu potong dadu || 1 mangkok jago nasi putih || 1 sdm minyak || 1 sdm mentega  ( blueband )  || 1 sdm kecap manis || 1 / 2 buah bawang bombai potong kecil ""  || bumbu yang di haluskan :  || 5 buah bawang merah || 4 siung bawang putih || 5 buah cabai rawit pedas || 2 buah cabai merah keriting || 2 cm jahe || 1 / 4 sdt lada bubuk || secukupnya garam || bumbu pelengkap :  || 5 cm kayu manis || 4 buah jengkeh || 2 buah kapulaga || 1 / 2 biji bala keprek || ",kambing
1462,semur ayam telur puyuh,350 gr dada ayam fillet  ( potong dadu )  || 15 buah telur puyuh  ( rebus dulu )  || 2 lembar daun salam || 65 ml santan instan  ( me  :  kara )  || 1 gelas air || secukupnya garam || secukupnya gula || secukupnya kecap || secukupnya bawang goreng untuk taburan ||  📍  bumbu halus 📍  || 8 siung bawang merah || 4 siung bawang putih || 3 buah cabe merah keriting || 2 buah kemiri || 1 / 2 sdt lada butir || 1 / 4 sdt ketumbar bubuk || ,ayam
7680,tahu cabe garam,2 buah tahu putih  ( potong persegi kecil )  || 2 bks kecil tepung bumbu pedas serbaguna  ( mamasuka )  || 1 / 4 cup air es || 2 sdm terigu || secukupnya minyak goreng || 3 siung bawang putih  ( cincang )  || 2 buah bawang merah  ( cincang )  || 2 sdm irisan daun bawang || 2 sdt garam || 1 sdt kaldu bubuk || 1 sdt margarine untuk tumis || 10 buah cabai rawit merah  ( iris tipis )  || 5 buah cabai rawit hijau  ( iris tipis )  || ,tahu
7268,martabak daging sapi,10 lembar kulit lumpia  ( lihat resep lumpia )  || 2 butir telur || 3 helai daun loncang  ( potong kecil - kecil )  || 200 gr daging sapi rebus  dicincang kecil || 2 buah  bawang putih di uleg || secukupnya garam || secukupnya merica || ,sapi
8485,bothok tahu tempe jerohan,250 g jerohan || 1 papan tempe || 1 papan tahu || 10 siung bawang merah || 2 siung bawang putih || sesuai selera cabai || 3 biji cabe merah || 10 butir kemiri || i ruas kunyit || 5 biji tomat || 3 batang daun bawang || ale || 3 biji cabe hijau || gula || garam || penyedap rasa || daun pisang || ,tahu
3442,ikan mujair pedas,5 ekor ikan mujair || 10 cabai merah || 5 cabai rawit merah || 5 siung bawang merah || 3 siung bawang putih || 1 bh tomat || 1 papan petai || 1 bgks penyedap || secukup . nya air || ,ikan
10755,telur dadar tebal mantab,6 butir telur ayam || 1 sdt garam || 1 sdm margarin || 1 sdm tepung beras  ( larutkan dengan 2 sdm air )  || bumbu iris :  || 1 bh cabe merah || 4 siung bawang merah || 2 siung bawang putih || secukupnya daun bawang || ,telur
9517,tahu isi udang,250 gr udang || 1 buah tahu putih || 1 butir telur || bumbu :  || 4 siung bawang merah || 3 siung bawang putih || 3 cabe rawit /  ( sesuai selera )  || garam || gula || masako || ,tahu
3965,nasi kebuli kambing,"500 gram daging kambing || 1500 ml air || 1 kg beras ,  saya pake beras biasa ajaa || 2 cm jahe || 3 cm kunyit || 6 biji kapulaga || 6 biji bunga lawang kering || 1 sdt jinten || 1 sdt ketumbar || 3 btg kayu manis || 3 lembar daun salam || 2 batang sereh || 1 sachet kara santan || 6 siung bawang merah || 4 siung bawang putih || ",kambing
6752,beef udon,"1 pack udon beku ,  rebus diair mendidih 2 menit lalu tiriskan || 100 gram daging sapi ,  iris tipis ,  rebus hingga empuk || 2 siung bawang putih || secukupnya air untuk 1 porsi || secukupnya gula ,  garam ,  lada kaldu bubuk ,  merica bubuk || 1 sdt minyak wijen || pelengkap :  || sawi rebus  ( rebus terpisah dgn kuah )  || taburan :  || chili flakes || ",sapi
11011,telur gulung sederhana,4 butir telur || 1 cubit garam || sendok teh lada bubuk stengah || 1 / 2 gelas air putih || secukupnya minyak goreng || ,telur
11824,tempe isi,1 papan tempe || 1 bungkus kecil tepung sajiku || 5 sdm tepung maizena || secukupnya daun bawang || 1 sdm ketumbar || 2 siung bawang putih || secukupnya lada bubuk || seujung sendok garam || bahan sambel :  || 2 siung bawang merah || 4 siung bawang putih || 10 buah cabe rawit || royco || ,tempe
5043,tongseng kambing,5 siung bawang putih || 3 siung bawang merah || 1 / 2 ruas kunyit bakar || 1 cm jahe bakar || 1 sdt lada || 1 sdt ketumbar || 2 lbr daun salam || 1 btg sereh || 500 ml santan kental || 600 gr daging kambing || secukupnya gula dan garam || 13 bj cabe rawit || 2 bj tomat slice || secukupnya daun bawang || 5 btr kemiri || ,kambing
13515,tempe bacem solo,1 buah tempe || 500 ml air || 1 blok kecil gula merah || 1 / 2 sdt garam || 2 siung bawang putih || 2 siung bawang merah || secukupnya kecap manis || ,tempe
29,chicken teriyaki,"500 gr daging ayam iris memanjang || 1 bh bawang bombay ,  iris memanjang || 1 / 2 sdt gula || 1 / 4 sdt garan || 150 ml air || minyak untuk menumis || bumbu perendam  :  || 3 sdm saus teriyaki || 2 sdm saus tiram || 1 sdm kecap manis || 1 sdt minyak wijen || 3 siung bawang putih ,  haluskan || 2 cm jahe ,  haluskan || 1 / 4 sdt merica || 1 / 2 sdt kaldu bubuk || ",ayam
3912,nasgor kambing (memanfaatkan sate dan gulai),"gulai dan sate kambing disuir2 .  gulainya sisihkan dari kuahnya || 1 , 5 piring nasi dingin || 3 siung bawang merah iris || 2 siung bawang putih iris || 1 ruas jari kunyit || 1 butir telur || garam ,  gula ,  kecap manis || kaldu bubuk ,  lada || 5 buah cabe rawit iris || minyak zaitun atau margarin untuk menumis || ",kambing
11125,dadar telur cah tauge,"2 butir telur ,  beri sedikit garam lalu kocok lepas || 4 buah tahu pong ,  potong bagi 2  ( sebelum nya sy rebus sebentar )  || 1 mangkuk tauge || 1 helai daun bawang ,  iris tipis || bumbu iris :  || 2 biji cabe merah kriting || 5 biji cabe rawit merah || 5 siung bawang merah || 4 siung bawang putih || bumbu lain nya  :  || 2 sdm saus tiram || 3 sdm kecap manis || secukup nya merica bubuk || 2 sdm air matang || ",telur
359,soto ayam,"1 / 2 ekor ayam || 2 bungkus bihun || 250 gr kol || 2 bungkus tauge || bumbu halus  :  || 5 butir kemiri || 7 siung bawang merah || 5 siung bawang putih  ( sy pakai bawang putih cutting )  || 1 ruas jahe || 2 ruas kunyit || semua bahan di atas diblender ,  kecuali  :  || 2 lembar daun salam || 3 lembar daun jeruk || 2 batang sereh || pelengkap  :  || daun bawang || bawang goreng || telur rebus || tomat || sejumput gula pasir || garam  ( disesuaikan dengan banyaknya kuah )  || kaldu jamur bubuk  ( bisa diganti penyedap )  || ",ayam
6234,capcay kering bakso sapi,"5 buah wortel || 6 buah putren || 1 kembang kol || daun bawang  ( aku pake secukupnya )  || 1 bungkus bakso sapi || bumbu halus :  || 5 siung bawang merah || 3 siung bawang putih || 1 buah kemiri || merica  ( aku pake merica instan )  || garam ,  gula dan penyedap || ",sapi
4924,tong seng kambing smaput,600 gram daging kambing / sapi || yang dimemarkan :  || 2 buah serai || 3 ruas lengkuas || 2 buah kapulaga || yang dihaluskan :  || 4 siung bawang putih || 5 siung bawang merah || 1 sdt ketumbar || 3 ruas kunyit || yang diris kasar :  || secukupnya kol || secukupnya tomat || secukupnya rawit || tidak lupa tambahkan :  || garam || merica bubuk || penyedap rasa || secukupnya santan encer || ,kambing
8758,botok tahu custom diet sederhana,"3 potong tahu sutra / putih || 1 buah wortel kecil ,  iris kecil2 || 2 buah bawang merah ,  iris tipis || 1 siung bawang putih ,  iris tipis || 1 atau 1 / 2 buah bawang bombay  ( opsional )  ,  iris tipis || 1 butir telur ayam || secukupnya garam || secukupnya gula  ( opsional )  || secukupnya lada bubuk  ( opsional )  || 3 sdm minyak goreng || 3 buah cabai rawit / keriting  ( opsional )  ,  iris || ",tahu
4155,sate kambing empuk,1 kg daging kambing || 1 / 2 sdt ketumbar || 5 siung bawang putih || 3 sdt merica || 1 sdt garam || 3 lembar daun pepaya || 1 buah tomat || 3 buah bawang merah || secukupnya cabe merah dan rawit || secukupnya kecap manis dan margarin || ,kambing
12946,oblok oblok tempe pare,1 buah pare besar || 1 buah tempe || 1 / 4 buah kelapa agak muda || 2 siung bawang putih || 3 siung bawang merah || 4 biji cabe setan || 1 buah kemiri || 1 lembar daun salam || 500 ml air || secukupnya garam || secukupnya gula || optipczzxzxzzzonal penyedap rasa || ,tempe
11876,tempe isi,1 buah tempe || 5 siung bawang merah || 5 siung bawang putih || 8 buah cabe rawit || 3 batang daun bawang || secukupnya tepung bakwan || secukupnya garam dan gula pasir || minyak untuk menggoreng || ,tempe
7712,tahu nagih,tahu putih || 1 sendok saos tiram || 1 sendok kecap asin || 1 / 2 buah bawang bombai || secukupnya gula || secukupnya garam || 1 / 2 gelas air || bumbu halus  :  || 3 siung bawang merah || 5 siung bawang putih || 6 buah cabe rawit || secukupnya terasi || ,tahu
2397,woku ikan tongkol,"500 gram ikan tongkol ,  dipotong - potong || 1 sendok teh air jeruk nipis || 6 lembar daun jeruk ,  dibuang tulangnya || 3 lembar daun pandan ,  diiris || 1 lembar daun kunyit ,  diiris || 3 batang serai ,  dimemarkan ,  diiris halus || 50 gram daun kemangi ,  dipetiki || 4 batang daun bawang ,  dipotong 1 cm || 1 buah tomat ,  dipotong - potong || 700 ml air || bumbu halus :  || 6 butir bawang merah || 5 buah cabai rawit merah || 2 cm kunyit ,  dibakar ,  dicincang || 2 cm jahe || 8 butir kemiri ,  disangrai || 1 1 / 2 sendok teh garam || ",ikan
5989,oseng daging sapi terong tomat,"1 buah terong ungu || 2 ons daging sapi ,  potong2 || 1 buah tomat || 3 siung bawang putih ,  geprek ,  rajang || 3 siung bawang merah ,  rajang || 1 cabe merah ,  buang biji || daun bawang pre ,  boleh skip || garam || gula || lada || 1 sdm saus tiram || 150 ml air || minyak goreng || ",sapi
2636,tumis bawang tongkol granat,1 ikan tongkol || 10 siung bawang merah || 2 siung bawang putih || 1 buah tomat || sesuai selera cabe merah || sesuai selera cabe rawit || secukupnya garam || secukupnya gula || ,ikan
13581,combro tempe,"3 buah singkong ukuran agak besar ,  kemudian parut || 200 gr kelapa parut scukup ' y kira ²  || secukupnya keju parut || 1 - 2 btang daun bawang || secukupnya garam halus || secukupnya tepung terigu || isian :  || 1 pa ² n tempe ,  || 20 buah cabe rawit || 4 siung bawang merah ,  || 3 siung  bawang putih ,  || daun salam || secukupnya merica bubuk ,  gula ,  air  ,  penyedap || bila suka garam ,  || minyak sayur utk menumis n utk menggoreng || ",tempe
12254,tumis bawang merah tempe teri,40 siung bawang merah || 1 papan tempe yg kecil || 1 ons teri jengki || 5 siung bawang putih || 15 cabe rawit merah || 15 cabe rawit hijau || 1 ruas kecombrang  ( ambil bagian muda )  || 1 sendok teh saus tiram || 1 ruas lengkuas || secukupnya garam || secukupnya gula putih || secukupnya penyedap rasa || 1 buah terasi  ( sy pke abc )  || ,tempe
4986,tongseng daging kambing,"1 / 2 kg daging kambing || 4 lbr daun jeruk || 4 lbr daun salam || 3 bh serai ,  digeprek || 1 ruas jahe ,  digeprek || secukupnya garam dan gula pasir || secukupnya merica bubuk || 2 sdm kecap manis || 1 bh tomat ,  potong 4 bagian || secukupnya kol ,  potong - potong || bumbu yang di haluskan :  || 5 siung bawang merah || 4 siung bawang putih || 1 / 4 butir pala || 6 bh cabe keriting merah || 1 / 2 sdt jinten || 4 bh kemiri || ",kambing
6807,baso sapi lada hitam saori,"1 / 2 bks baso sapi  ( me ,  sumber selera )  ,  potong  +  || 1 bks saori saus lada hitam || 1 / 2 bh bawang bombay ,  iris || 1 bh bawang putih ,  geprek rajang halus || secukupnya minyak || secukupnya air || ",sapi
3203,asam padeh ikan tongkol khas padang (resep keluarga),"1 kg ikan tongkol ,  siangi ,  cuci bersih || 2 lembar daun kunyit  ( klo besar 1 aja )  ,  simpulkan || 2 buah ibu jari lengkuas ,  geprek || 5 buah asam kandis || 1500 ml air || secukupnya garam || 1 lembar daun jeruk ,  buang tulang daunnya  ( tambahan arni )  || 1 buah daun salam  ( tambahan arni )  || 1 batang sereh  ( tambahan arni )  || bumbu halus  :  || 100 gr cabe merah keriting  ( arni ,  10 buah cabe merah keriting )  || 6 siung bawang merah || 3 siung bawang putih || 1 ruas jari jahe || ",ikan
10214,"sushi cheese scramble egg, squid and mashroom #keto","2 buah cumi ,  cuci bersih beri jeruk nipis dan garam || 3 butir telur || 1 / 4 keju quickmelt potong dadu kecil2 || secukupnya garam || butter untuk menumis telur || 1 bungkus kecil jamur tiram || secukupnya minyak untuk menggoreng || 2 lembar nori ukuran besar || ",telur
9019,"tumis toge, tahu, kacang panjang","4 bh tahu ,  cuci lalu pitong dadu || 150 gr toge ,  cuci bersih tiriskan || 4 kacang panjang ,  cuci lalu potong kurleb per 3 - 4 cm || 2 siung bawang merah || 3 siung bawang putih || irisan daun bawang dan seledri || bila suka tomat || gula ,  garam dan sedikit penyedap || minyak utk menggoreng dan menumis || secukupnya air || ",tahu
8734,tahu telor home made super simple,1 bh tahu ukuran sedang ( potong kecil ²  )  || 2 btr telur || bumbu halus  :  || segenggam kacang tanah  ( goreng dahulu )  || 5 bh rawit || 1 siung bawang putih || 1 / 2 sdm petis udang || secukupnya garam dan gula merah || bahan lain :  || secukupnya kecap manis || secukupnya air matang || secukupnya toge rebus || 1 btg seledri iris tipis || secukupnya bawang merah goreng || nasi /  lontong sbg pelengkap || krupuk sebagai pelengkap || ,tahu
10040,makaroni telur,1 genggam makaroni || 2 butir telur || 2 buah sosis || 1 saset bon cabe || 1 siung bawang merah || garam || lada || ,telur
9166,tahu kriuk lembut,separo tahu putih || 5 sdm tepung bumbu sajiku || daun bawang preh || wortel iris tipis || garam || sesuai selera penyedap boleh d skip || 1 / 2 sdt merica || ,tahu
4889,tongseng kambing khas solo,1 / 2 kg daging kambing || bumbu halus  :  || 5 siung bawang merah || 5 siung bawang putih || 1 / 2 bungkus merica bubuk || 1 sdt ketumbar bubuk || 1 biji pala || 2 butir kemiri || 2 cm kunyit || sesuai selera cabe merah dan cabe rawit || garam || kecap || air || 1 bks kara kecil santan || sere || jahe || tomat || kol /  kobis || ,kambing
